text,spam
"Subject: re : preface for book  julie ,  no problem . it ' s your call but chris should also be mentioned as number one .  vince  "" julie "" on 08 / 03 / 2000 03 : 06 : 28 pm  to : "" vince j kaminski ""  cc :  subject : re : preface for book  vince ,  thanks for this . ? ?  ?  are you ok with us using your name for this ? ?  ?  julie  - - - - - original message - - - - -  from : vince j kaminski  to : julie @ lacima . co . uk  sent : wednesday , august 02 , 2000 2 : 11 pm  subject : re : preface for book  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 08 / 02 / 2000  08 : 16  am - - - - - - - - - - - - - - - - - - - - - - - - - - -  vince j kaminski  08 / 02 / 2000 08 : 09 am  to : ? ? "" julie "" @ enron  cc : ? ? vince j kaminski / hou / ect @ ect , grant masson / hou / ect @ ect  subject : ? re : preface for book ? ( document link : vince j kaminski )  julie ,  the introduction looks fine . i have made some cosmetic changes  ( typos and split infinitives that slipped by ) . you can safely ignore most of  them .  english is not even my second language .  the corrections are in pink .  vince  ( see attached file : introo 802 . doc )  "" julie "" on 08 / 01 / 2000 07 : 43 : 10 am  to : ? ? "" vincejkaminski ""  cc :  subject : ? preface for book  vince ,  hope you are well .  we spoke a while ago about who should write the preface for the book , and ?  you  kindly offered that you would provide this . is this still ? possible ? we  realise that you are extremely busy , so chris and les went ? ahead and wrote  something , which is below , and if you want to review , change or ? re - write the  preface , that would be very appreciated . let me know ? what your thoughts  are .  thanks ,  julie  ( we ' re getting close )  preface  one of our main objectives in ? writing energy derivatives : pricing and risk  management has been to bring ? together as many of the various approaches  for the  pricing and risk management ? energy derivatives as possible , to discuss  in - depth  the models , and to show how ? they relate to each other . in this ? way we hope  to  help the reader to analyse the different models , price a wide ? range of  energy  derivatives , or to build a risk management system which uses a ? consistent  modelling framework . we ? believe that for practitioners this last point is  very  important and we continue ? to stress in our articles and presentations the  dangers of having flawed risk ? management and giving arbitrage opportunities  to  your competitors by using ? ad - hoc and inconsistent models for different  instruments and markets ( see also others who propose consistent ? models ? ) .  however , it is not ? our wish to concentrate on one particular model or  models ,  at the exclusion of ? the others because we believe that the choice should  rest  with the user ? ( although it will probably be clear from our discussions the  model ( s ) we ? prefer ) . we therefore try and give ? as clear account as possible  of the advantage and disadvantages of all the ? models so that the reader can  make an informed choice as to the models which ? best suit their needs .  in order to meet our objectives the ? book is divided into 11 chapters . ? in  chapter 1 we give an overview of the fundamental principals needed to ?  model and  price energy derivatives which will underpin the remainder of the ? book . in  addition to introducing ? the techniques that underlie the black - scholes  modelling framework we outline ? the numerical techniques of trinomial trees  and  monte carlo simulation for ? derivative pricing , which are used throughout the  book .  in chapter 2 we discuss the ? analysis of spot energy prices . as ? well as  analysing empirical price movements we propose a number of processes ? that  can  be used to model the prices . ? we look at the well - know process of geometric  brownian motion as well as ? mean reversion , stochastic volatility and jump  processes , discussing each and ? showing how they can be simulated and their  parameters estimated .  chapter 3 , written by vince ? kaminski , grant masson and ronnie chahal of  enron  corp . , discusses volatility ? estimation in energy commodity markets . ? this  chapter builds on the previous one . it examines in detail the methods , ?  merits  and pitfalls of the volatility estimation process assuming different ? pricing  models introduced in chapter 2 . ? examples from crude , gas , and electricity  markets are used to illustrate ? the technical and interpretative aspects of  calculating volatility .  chapter 4 examines forward curves ? in the energy markets . although ? such  curves  are well understood and straight - forward in the most financial ? markets , the  difficulty of storage in many energy markets leads to less well ? defined  curves .  in this chapter we ? describe forward price bounds for energy prices and the  building of forward ? curves from market instruments . we ? outline the three  main  approaches which have been applied to building forward ? curves in energy  markets ; the arbitrage approach , the econometric approach , and ? deriving  analytical values by modelling underlying stochastic factors .  chapter 5 presents an overview of ? structures found in the energy derivative  markets and discusses their uses . examples of products analysed in this  chapter include a variety of swaps , caps , floors and collars , as well as  energy  swaptions , compound options , asian options , barrier options , lookback  options ,  and ladder options .  chapter 6 investigates single and ? multi - factor models of the energy spot  price  and the pricing of some standard ? energy derivatives . closed form ? solutions  for forward prices , forward volatilities , and european option prices ? both on  the spot and forwards are derived and presented for all the models in ? this  chapter including a three factor , stochastic convenience yield and interest  rate model .  chapter 7 shows how the prices of ? path dependent and american style options  can  be evaluated for the models in ? chapter 6 . simulation schemes are ? developed  for the evaluation of european style options and applied to a variety ? of  path  dependent options . in order ? to price options which incorporate early  exercise  opportunities , a trinomial ? tree scheme is developed . this tree ? is built to  be  consistent with the observed forward curve and can be used to ? price exotic  as  well as standard european and american style options .  chapter 8 describes a methodology ? for valuing energy options based on  modelling  the whole of the market observed ? forward curve . the approach results ? in a  multi - factor model that is able to realistically capture the evolution of a  wide range of energy forward curves . ? the user defined volatility structures  can be of an extremely general ? form . closed - form solutions are ? developed  for  pricing standard european options , and efficient monte carlo ? schemes are  presented for pricing exotic options . the chapter closes with a discussion of  the valuation of american style options .  chapter 9 focuses on the risk ? management of energy derivative positions . ?  in  this chapter we discuss the management of price risk for institutions ? that  trade options or other derivatives and who are then faced with the problem ?  of  managing the risk through time . ? we begin with delta hedging a portfolio  containing derivatives and look ? at extensions to gamma hedging ?  illustrating  the techniques using both spot and ? forward curve models . the general ? model  presented in chapter 8 is ideally suited to multi - factor hedging of a ?  portfolio  of energy derivatives and this is also discussed .  chapter 10 examines the key risk ? management concept of value at risk ( var )  applied to portfolios containing ? energy derivative products . after ?  discussing  the concept of the measure , we look at how the key inputs ? ( volatilities ,  covariances , correlations , etc ) can be estimated . we then compare the fours  major ? methodologies for computing var ; delta , delta - gamma , historical  simulation and ? monte - carlo simulation , applying each to the same portfolio  of  energy ? options . in this chapter we also ? look at testing the var estimates  for  various underlying energy market ? variables .  finally , in chapter 11 we review ? modelling approaches to credit risk . ? we  look  in detail at two quite different approaches , creditmetrics ( j . p . morgan  ( 1997 ) )  and ? creditrisk + ( credit suisse financial ? products ( 1997 ) ) for which  detailed  information is publicly available . together these provide an extensive set ?  of  tools with which to measure credit risk . we present numerical examples of  applying these techniques to energy derivatives .  before ? we begin we stress that the models and methods we present in this  book  are tools ? which should be used with the benefit of an understanding of how  both  the ? tool ? ? and the market works . the ? techniques we describe are certainly  not  ? magic wands ? which can be waved at ? data and risk management problems to  provide instant and perfect solutions . to quote from the riskmetrics  technical  document ? ? no amount of sophisticated analytics will replace experience and  professional judgement in managing risk . ? . ? however , the right tools ,  correctly  used make the job a lot ? easier !",0
"Subject: re : india model  stinson and vince ,  please see wade ' s comments below . it is critical that we start the exercise  quickly , and as metioned , it should be structured so that dpc foot the bill .  also , as mentioned , please have them desist from using the word viability  with reference to dabhol .  regards ,  sandeep .  - - - - - - - - - - - - - - - - - - - - - - forwarded by sandeep kohli / enron _ development on  01 / 02 / 2001 10 : 35 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  enron india  from : wade cline 01 / 01 / 2001 10 : 26 pm  to : sandeep kohli / enron _ development @ enron _ development  cc : neil mcgregor / enron _ development @ enron _ development , mohan  subject : re : india model  thanks sandeep . engagement needs to be structured so that dpc will pay for  this key study . have them address the study to dpc and invoice dpc .  second , on the cover , the reference is to "" . . . . . . and dabhol plant  viability . "" please instruct them to immediately cease discussions about and  use of term dabhol viability . they can use the term they use later on , which  is dabhol plant operations .  sandeep kohli  01 / 01 / 2001 08 : 56 am  to : wade cline / enron _ development @ enron _ development  cc :  subject : re : india model  wade ,  this is fyi .  - - - - - - - - - - - - - - - - - - - - - - forwarded by sandeep kohli / enron _ development on  01 / 01 / 2001 08 : 55 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" robert schenck "" on 12 / 29 / 2000 11 : 57 : 16 am  to : ,  cc :  subject : re : india model  gentlemen ,  i have attached a proposal for your consideration  please review this and give me a call on my cell phone + 61 412 234 366  tomorrow morning ( 9 am my time saturday )  i have organised access to a substantial level of detail re the generation  and transmission systems and can commence work on building the data base  next week  there may be some residual typing errors in the proposal , please forgive me  as i have no staff to review  regards  robert schenck  > - - - - - original message - - - - -  > from : sandeep . kohli @ enron . com [ mailto : sandeep . kohli @ enron . com ]  > sent : thursday , 28 december 2000 10 : 09 pm  > to : stinson . gibner @ enron . com ; schenck @ hesinet . com  > subject : re : india model  >  >  >  > robert ,  >  > i had a conversation with stinsen regarding this earlier today .  > we do have  > some information about the interconnects as well as information on the  > plant capacities and locations within the state of maharashtra . however ,  > our information on other states and on a national basis maybe  > less detailed  > and accurate .  >  > what i suggested was that we have a meeting with your representative in  > india once the study is a "" go . "" we probably need to do this with our team  > in india in the first week of the new year . in that manner , we  > will have a  > much clearer idea of what is needed and what we have . we will then take a  > week filling in the gaps , and so by mid - january we should have the  > information you need , or alternately , we will know that the level  > of detail  > you ideally want is not available . then we will have to make assumptions .  >  > i believe that the level of detail we have on maharashtra will be  > good , but  > the type of information on o & m costs , generations costs , etc .  > that you want  > will likely not be easily available for other states . we need to work  > closely , however , to do the best we can as regards this information .  >  > please get back to stinson with the estimates of time and cost , and let us  > also know whether mid - january for the full information will work for you .  >  > regards ,  > sandeep .  >  > ps : stinson , please let me know if there is something i have missed in my  > response .  > robert - if you need something answered urgently , please feel free to  > call me on my mobile in the us : 713 - 857 - 6826 .  >  >  >  >  > stinson gibner @ ect  > 12 / 28 / 2000 09 : 38 pm  >  > to : sandeep kohli @ enron  > cc :  > subject : re : india model  >  >  > - - - - - - - - - - - - - - - - - - - - - - forwarded by stinson gibner / hou / ect on 12 / 28 / 2000  > 10 : 10 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  >  >  > "" robert schenck "" on 12 / 27 / 2000 11 : 21 : 18 pm  >  > to :  > cc :  > subject : re : india model  >  >  > stinson ,  >  > i am trying to contact our data base experts at the moment to clarify some  > issues with the region and may need another day to get something more  > concrete in front of you .  >  > what i would like to know is the extent of your company knowledge re the  > following  >  > generation units ' nameplate capacity , fuel type , efficiency , o vince . j . kaminski @ enron . com  > > subject : india model  > >  > >  > > robert ,  > >  > > enron would like to do a study of power prices and dispatch for  > > india we  > > have spoken with david branchcomb to see if henwood can help with this  > > project in our time frame ( results needed by end of january ) , and he  > > suggested that we speak directly with you about the project .  > >  > > i will try and give you a call later today ( wednesday afternoon  > > in houston ,  > > thurday morning , adelaide ) at around 9 : 00 a . m . your time to see we can  > > describe for you the project in more detail .  > >  > > regards ,  > >  > > stinson gibner  > > enron research group  > > ( 713 ) 853 - 4748  > >  >  >  >  >  >  >  - penron . doc",0
"Subject: real option conference  vince ,  i was brought to my attention that an interesting real option conference  is taking place in march 27 - 28 . i would like to attend this conference  if possible .  thanks .  alex",0
"Subject: will you be the next one selected for his public challenge ?  my simple , yet proven strategies for generating multiple streams of unlimited income work - now let me take you by the hand and prove it ! . . . ""  "" on live tv i promised the world i would make $ 24 , 000 in 24 hours , and . . . i failed - instead i ' cracked the code ' and made $ 94 , 532 . 44 in 24 hours . ""  i want you to look over my shoulder , so to speak and watch how i do it . . . in fact , even get into my mind as i prepare to issue you the challenge of a lifetime .  robert g . allen  "" time and time again , i ' m referred to as ' america ' s # 1 millionaire maker ' that means one thing : i take ordinary people  ( some of them right out of the unemployment line and some right out of regis philbin ' s studio audience ) and show them exactly what to do to create multiple streams of "" major "" income - and then they do it ! ""  "" and with the release of my new book , ' multiple streams of income ' i ' m on the prowl again -  looking for a small , select group of ordinary people who want my help in creating instant wealth like i have for countless others ! if you qualify , there ' s only one small , reasonable catch :  "" i will use your new cash flow success story in my upcoming promotions . so if you can live with that ' catch ' - then you must stop everything you ' re doing and read the rest of this letter right now ""  ( important :  you must respond to this invitation within the next 60 minutes .  due to the time - sensitive nature of this opportunity , we must  release your reserved slot to someone else if you do not respond  within the allotted time . )  invitation clock count - down  you must r . s . v . p . within minutes  dear friend seeking financial independence and personal freedom ,  hi . my names robert allen . i ' m the author of two of the best selling  financial books in history ; both # 1 new york times best sellers :  nothing down  creating wealth  my books have sold over 2 . 5 million copies , over 150 , 000 people have  attended my wealth seminars , and i ' ve accepted challenges by the press and have proven time  and again that my money making strategies work .  in fact , recently i was challenged again on national tv . it was in front of a live  audience . i was challenged to take someone from regis philbins studio audience and  teach them my wealth building strategies and guess what ?  just 90 days after following my systems ,  pat watson was $ 20 , 000 wealthier !  listen , you ' ve heard all the get rich now claims and you ' re sick of  seeing them ! the fact is most of those  people who claim to know how you can make money haven ' t made much money  themselves let alone taught others how to do it !  the difference between them and me is that i ' ve proven my  strategies time and time again in the national limelight and my systems truly  work in fact , i ' ve been dubbed america ' s # 1 millionaire maker .  right now , america and i need you for my upcoming nationwide tour to share your story of upcoming success and wealth to those who need hope - all across america .  let me tell you about a few of my "" money challenges "" . . . this is where i put my money where my mouth is :  i was also challenged by the los angeles times :  you might remember when the los angeles times challenged me to buy real  estate with nothing down . with a reporter by my side , $ 100 for living expenses ,  and armed only with my knowledge ; i purchased 7 properties worth $ 772 , 000 , all  in 57 hours .  i told the mayor of st louis missouri ( the show me state ) :  send me to any unemployment line . let me select someone who is broke , out of  work , discouraged . let me teach him in  two days time the secrets of wealth , and in 90 days he ' ll be back on his feet ,  with $ 5 , 000 cash in the bank , never to set foot in an employment line again .  i selected a young couple from the unemployment lines of st . louis , missouri .  ninety days later they earned $ 5 , 000 using one of my techniques , and . . . .  within 12 months they had earned over $ 100 k !  my proudest moments are when i coach starving millionaires ( people  who should be millionaires but aren ' t ) on wealth building strategies and see  them achieve extraordinary results , again and again !  i ' ve done these same challenges in other major cities - washington , d . c . ,  miami , boston , san diego , and new york - all with similar results !  this brings me to my next challenge in which i took all of the hype out  of the high - powered profit potential of the internet , and decided to make it a  reality for my students . i said :  sit me at any key board of any computer in the world with internet  access , and i will in 24 hours , earn at least $ 24 , 000 cash !  i got myself into the life or death mindset and i went to work  i started my internet challenge at exactly at 12 : 38 pm in front of live  television , i held my breath , and turned my system on and signed on to the  internet  in 6 hours and 11 minutes i had generated $ 46 , 684 . 95  then i went to sleep . . . and when i woke up the next morning and checked the computer -  ( with cameras rolling ) :  the total was now $ 78 , 827 . 44  this was exciting because i knew i still had four hours left !  that afternoon , 24 hours after the challenge had begun . . .  the total had grown to $ 94 , 532 . 44  in a mere 24 hours !  why do i tell you all of this ?  well its certainly not to brag but its to prove that  i practice what i teach ! and since i ' m ready to announce my next  challenge , i thought you ' d like to hear my success story - and how i can help you regardless of where you are  in your financial life .  so heres my newest challenge :  send me a group of people who want to become financially independent .  let me teach them my proven , wealth building  strategies . and in 90 days , they will have developed multiple streams of  income . eventually these streams of  income may give them the freedom to do what ever they want for the rest of  their lives .  thats my newest challenge and i want you to be a part of it .  you have everything it  takes to break the mold of an average income earner but you just need to  decide to do it !  listen , i know the reason you ' re still reading this letter is  because you believe there still is hope theres still a chance a glimmer  of hope that you can be a millionaire .  its hard to leave your comfort zone . but you can do it and i will help you .  but first , let me tell you about a few people who ' ve had the courage to  follow their instinct , break out of their comfort zones , and follow my advice :  robert , my life was never the same again  here ' s the incredible news : only one year after using your strategies ,  ( coincidentally our twelfth wedding anniversary , ) we became millionaires ,  yes , a million dollars in equity ! wow !  depending on what time frame you measure from , that ' s either  ' incredibly fast ' or ' miraculously fast ' ! six months from picking up your book , four - plus months from becoming  protgs , two months and nine days after quitting my job !  that takes my breath away ! . . . this letter  stands as testimony to your accomplishments . . . robert , thank  you , thank you , thank you !  - - karen n . b . , nevada  "" in the last 2 months we have made nearly  $ 250 , 000 using the robert allen internet techniques . ""  - - olie v . andrei k . , ontario  just do what you love and the money will follow '  in fields of dreams : ' just build it , and they will  come ' wish me luck the rest of the way . haven ' t i told you what the sale price  of this building was ? it was $ 57 , 000 ! i ' m really excited and am on my way finally !  thank you for all your encouragement .  - - eugene w . , california  "" in my first - ever deal i ' m acquiring a $ 5 . 7 million 91 unit apartment building for $ 4 . 25 million using none of my own money . ""  - - greg w . , new york  ( remember : i will always be up front and honest with you . the amount  of success you may have will depend upon important key variables . . .  these experiences are not typical . you may not be as successful as these testimonials shown . )  as your mentor , let me tell you about the first secret to building  wealth : having multiple streams of income flowing into your bank account .  would it change your life completely if , per chance , you were  to lose your major source of income today think about that !  what would you do if you lost your sole source of income ! ?  i will teach you how to develop other streams of income , so you can protect yourself from ever having to deal with  this imaginary scenario .  heres some of what you ' ll learn :  1 . creative real estate investing : 76 % of  all millionaires started their fortunes in real estate .  i ' ve sold more real estate books than any other author of all time .  2 . information marketing : have you ever  had a million - dollar idea , but never acted on it ?  learn to sell your ideas for royalties the hottest millionaire - making trend .  3 . stock investing : how do the wealthy  take advantage of the amateur investors in the stock market ? learn to make  consistent money regardless of what the stock market does .  4 . internet enterprises : how i made  $ 94 , 000 live on tv in 24 hours ! what did i do that was different ?  these are proven income - generating avenues that  build wealth . wealth comes from  understanding the power of multiple streams of cash flow . . . on cruise control !  my official invitation to you  right here right now i ' m inviting you to experience my member ' s only training in my new multiple  streams of income downloadable training course . in this brand new digital course ,  i ' ll be teaching you all of my proven , successful and profitable wealth secrets .  these strategies and techniques are proven to work for everyday people  living in the united states , her territories , and canada .  international applicants are not being accepted at this time .  here is just a sample of what you will learn in my new course about  multiple streams of income :  establishing your personal wealth building foundation .  how to earn $ 100 , 000 to $ 250 , 000 a year for life .  how to retire early .  how to grow your own money tree .  profiting from 5 massive trends that will create many millionaires in the next century .  building a small or not so small fortune on the internet :  double your internet income and work less hours .  secret strategies for getting people to your website .  the easiest products to sell on the internet .  how to sell products on the internet without buying or shipping them .  how the internet can pay for your retirement .  developing multiple streams of income :  how to start your very own multi - million dollar business from your kitchen table .  6 powerful businesses you can start for less than a thousand dollars .  create a money making machine that runs 24 hours a day , 365 days a year without an office or employees .  how to create streams of income that , once established , require little or none of your personal attention .  the seven essential secrets for finding the most powerful home - based business .  real estate strategies that work .  how to buy a house or condo , sell it for less than you paid and walk away with a cash profit .  how to buy millions of dollars of real estate with none of your own money .  how to buy a home paying no interest .  how to live in a million dollar mansion for the price of living in an ordinary house .  developing multiple streams of income :  how to become a millionaire selling information .  make a thousand dollars a day selling "" how to "" information .  how to get total strangers to practically line up and literally beg you to take their money for your information product .  how to make $ 20 a word every time you sit down to write .  the fastest way to turn an idea into cash .  if you believe you have what it takes to succeed with my guidance , i ' m going to do something  absolutely "" unheard of . "" ( remember - i ' ve accepted a public challenge , so i ' m willing to do  practically anything to help you succeed ! )  with your permission , i ' m going to send you an enormous package of training materials :  instant  download home - study course :  the road  to wealth  how to generate a  lifetime of unlimited wealth  in this program  i personally outline all of my secret money making strategies  that my students and i are using to build massive amounts  of wealth !  build your real estate fortune :  the robert  allen money power system  you get your own copy of this exclusive real estate course !  profit from the "" perfect "" investment . i ' ve made  millions doing this - now you get the secrets of  making risk - free offers , finding "" cash cows "" ,  and how to use "" ultimate leverage "" . . . even includes  copies of forms for you to use !  special  report 1  "" 7 strategies for  making a fortune online ""  how to get  more visitors to your site now  learn the secrets to writing great emails  become an expert on giving your website visitors  instant gratification .  learn the secrets of how the big web sites keep  people coming back .  special  report 2  "" nothing down real  estate techniques ""  50 nothing down  techniques  how to make the banks work for you  the fundamentals of leveraging capital  how a partners money can make you money  creative financing options that work  special  report 3  "" zero  to $ 1 , 000 , 000 on $ 49 a month ""  the 3  things you must do  what the big secret is .  how to use all of your power  the fundamentals of finance  where do i get the money to start  how to make your plan and then work it  special  report 4  "" how  to make $ 24 , 000 in 24 hrs . on the internet ""  exactly  how i made $ 94 , 532 . 44 in 24 hours  how to develop a target audience  how to find out what your audience wants to buy  how to motivate your target audience to act now  getting started - your action plan  how to find the hungriest fish in the lake  how to discover the kind of bait your fish will  bite on .  this is a strictly limited offer ( remember - i ' ve accepted a public challenge , so i ' m willing to do practically anything to help you succeed ! )  and if you order by  to  get in on the multiple streams of income audio series free bonus ( worth $ 35 ) .  i kid you not the information in this audio alone can turn your entire life around , and bring you all the wealth you  could ever need .  copyright 2004 esi one , inc .  education success , inc . 5072 n . 300 w . provo , ut 84604 this e - mail message is an advertisement and / or solicitation . ",1
"Subject: interview with the research group  good morning toni :  the research group would like to bring in jerzy jarosz for an exploratory  interview at his convenience . .  the interviewers from the research group would be :  vince kaminski  p . v . krishnarao  zimin lu  paulo issler  tanya tamarchenko  stinson gibner  grant masson ( if the interview is after the 18 th of july )  vasant shanbhogue ( if the interview is after the 21 st of july )  from other departments :  ted murphy  bill bradford  gary hickerson  his resume is attached .  if you need any other information , please let me know .  thanks !",0
"Subject: re : vacation  shirley ,  no problem .  vince  shirley crenshaw  01 / 09 / 2001 10 : 24 am  to : vince j kaminski / hou / ect @ ect  cc :  subject : vacation  vince :  if it is allright , i would like to take the following days as vacation days :  friday , january 12  friday , february 2  anita will be here .  thanks !  shirley",0
"Subject: free hgh - look 10 years younger in 3 weeks ! ! ! hmuprzd  free 30 day supply of hgh 1000 :  look younger and lose weight in 3 weeks ! ! ! !  as seen on nbc , cbs , cnn , and oprah ! the health discovery  that actually reverses aging while burning fat , without  dieting or exercise ! this proven discovery has been reported  on by the new england journal of medicine . forget aging and  dieting forever ! and it ' s guaranteed !  would you like to lose weight while you sleep ?  no dieting !  no hunger pains !  no cravings !  no strenuous exercise !  change your life forever !  100 % guaranteed  aol users click  here  to be removed , reply to this email with remove in the subject line .",1
"Subject: an innovative plan for today ' s market  give your clients what they want and need : guaranteed death benefits  and long term care benefits without expensive and continuous long  term care premiums .  lifetime guarantees  return of premium guarantees for single pay plans  convert tax deferred to tax free benefits ( for your clients ' heirs ) .  simplified underwriting - non - medical , no blood , no urine ,  no ekg . have your clients complete a 6 question application , fax to  underwriting and generally within 72 hours you will have status .  call or e - mail us today !  or  please fill out the form below for more information  name :  e - mail :  phone :  city :  state :  the future series convention march 2003 .  join us in maui during prime season - an experience you will never forget !  * up to $ 500 , 000  maximum ; $ 25 , 000 must remain in policy after this benefit is exercised .  * * 10 % commission on single pay plan ages 45 - 80 . * * * single pay  plans only . product and certain features not available in all states .  the future protector series ( policy form iswl - 1 , iswl - 5 , iswl - 7 ,  iswl - 21 , iswl - 25 , iswl - 210 ) is underwritten by monumental life insurance  company . rider costs and features vary according to state . for broker  use only . not approved for use with the general public as advertisement  for purchase of annuity or insurance coverage . 0602 anfg 21  we don ' t want anyone  to receive our mailings who does not wish to . this is professional communication  sent to insurance professionals . to be removed from this mailing list ,  do not reply to this message . instead , go here :  http : / / www . insurancemail . net  legal notice ",1
"Subject: re : eol competitors  - - - - - - - - - - - - - - - - - - - - - - forwarded by li sun / na / enron on 01 / 29 / 2001 11 : 18 am  - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : drew ries / enron @ enronxgate on 01 / 29 / 2001 11 : 15 am  to : li sun / na / enron @ enron  cc :  subject : re : eol competitors  li ,  globally there are probably over 80 "" competitors "" to eol . none of these  competitors have a meaningful market share . some of the names that jump to  mind are the following , but it should be easy to find others by surfing the  web . good luck .  drew  dynergy direct  houston street  altra  true quote  intercontinental exchange  enymex  coral connect  koch energy  epetroleum . com  red meteor  trade spark  american petroleum exchange  fuel spot",0
"Subject: re : summer work . .  jinbaek ,  this is a project related to automated trading platforms for commodities .  vince  jinbaek kim on 05 / 02 / 2001 05 : 21 : 40 pm  to : vince . j . kaminski @ enron . com  cc :  subject : re : summer work . .  dr . kaminski ,  thanks for your mail .  i am sorry that i ' ll not be available earlier ,  i will talk with my advisor , but  probably it will be pretty negative .  however , i may be able to start it from junel ,  depending on what he tells . .  we will meet tomorrow afternoon ,  so i ' ll be able to let you know  whether we can start work earlier then .  and could you tell me briefly  what are those projects you have in mind ?  thanks !  jinbaek kim  ph . d candidate  dept . of industrial engineering and operations research  u . c . berkeley  http : / / www . ieor . berkeley . edu / ~ jinbaek  go bears !  : "" ' . _ . . - - - . . _ . ' "" ; ` . . ' . ' ` .  : a a : _ _ . . . . . _  : _ . - 0 - . _ : - - - ' "" "" ' "" - . . . . - - ' "" ' .  : . ' : ` . : ` , ` .  ` . : ' - - ' - - ' : . ' ; ;  : ` . _ ` - ' _ . ' ; . '  ` . ' "" ' ;  ` . ' ;  ` . ` : ` ;  . ` . ; ; : ;  . ' ` - . ' ; : ; ` .  _ _ . ' . ' . ' : ; ` .  . ' _ _ . ' . ' ` - - . . _ _ _ . _ . ' ; ;  ` . . . . . . ' . ' ` ' "" "" ' ` . ' ; . . . . . . - '  ` . . . . . . . - ' ` . . . . . . . . '  on wed , 2 may 2001 vince . j . kaminski @ enron . com wrote :  >  > jinbaek ,  >  > thanks for your message .  >  > we have a number of additional fascinating projects that you can work  > on . as a matter of fact , it would be great to have you here earlier .  >  > vince  >  >  >  >  >  > "" jinbaek kim "" on 05 / 02 / 2001 05 : 18 : 32 am  >  > to : , "" raghavan , suresh ""  > , "" mesquita , ross ""  >  > cc :  > subject : summer work . .  >  >  > long time no see ,  > how have you been . . . must be busy and living a challenging life ?  > i have been pretty busy too ,  > to finish a project and write a paper , these days .  >  > everything looks going ok for my summer internship .  > i took necessary steps to work out of campus , and sent  > signed contract to molly a week ago . .  >  > here is what i am expecting to do in the summer .  > please let me know if you have any change in mind .  > actually , i wonder a little bit if dealbench changed its business model . . .  > and maybe you got priority in something different  > because it has been quite a while since we talked .  > i ' d like to what ' s going on in dealbench team . . .  > raghavan and ross ,  > if we talk over phone it will be great !  >  > dr . kaminski ,  > if you think there is something else interesting to work with during the  > summer ,  > to both you and i , please let me know .  > my interest is auction , market design , and simulation .  > i am taking a financial engineering class , ( mostly on option pricing )  > and working on electricity generator valuation problem based on  > spark spread option .  >  > all of you ,  > let ' s keep in touch until we meet in june ! !  >  > best regards ,  > jinbaek  >  >  > tentative work period : 6 / 4 - 8 / 4  >  > 1 . tasks :  > 1 ) survey on auctions : the state of art  > single - item auction , multi - unit auction , sequential auction ,  > multi - attribute auction , combinatorial auction  >  > - theoretical  > - experimental  > - algorithmical  >  > 2 ) deal bench ' s auction model analysis  >  > 2 . deliverables :  > 1 ) 3 presentations :  > - lst presentation : around 6 / 30 : on different auction types and  > researches  > - 2 nd presentation : around 7 / 15 : the state of art in auction studies  > - 3 rd presentation : around 8 / 1 : deal bench ' s model analysis  >  > 2 ) report :  > summary of auction study in laymen ' s term  > deal bench ' s model analysis  >  >  >  >  >  >  >",0
"Subject: money is available .  csse  mortgage companies make you wait . . . they demand to interview you . . . they intimidate you . . . and all of that while they decide if they even want to do business with you . . .  we turn the tables on them . . .  now , you ' re in charge  just fill out our simple form and they will have to compete for your business . . .  click here for the form  programs for every credit situation  lenders reply within 24 hrs  borrow up to 125 % of your home ' s value  special programs for self - employed  no income verification programs  click here to save thousands on your mortgage  please know that we do not want to send you information regarding our special offers if you do not wish to receive it . if you would no longer like us to contact you or you feel that you have received this email in error , you may click here to unsubscribe .  wsop ",1
"Subject: money : $ 21362  dear homeowner , you have been pre - approved for a $ 400 , 000 loan at a low fixed rate . this offer is being extended to you unconditionally and your credit is in no way a factor . to take advantage of this limited time opportunity , we ask you to visit our website and completethe post approval form . http : / / www . homefastcash . com / ? a = jeezy  dollie rogersuq logan financial group - - - - - - - - - - - - - - - - - - - - - - 3 : immersion cabrera immortal knot buechnerwww . oprefi . net / book . php . . . not interested",1
"Subject: hey man , stop throwing away your money  penis enlargement patch that works ! ! !  http : / / www . siratu . com / ss /  beauty holds more worth than gold .  glory built on selfish principles is shame and guilt .  moderation in all things .  people who throw kisses are hopelessly lazy .  we must not let our rulers load us with perpetual debt .",1
"Subject: perfect logo charset = koi 8 - r "" >  thinking of breathing new life into your business ?  start from revamping its front - end - logo and visual identity .  logodentity offers creative custom design of ioqos ,  stationery and web - sites . under our carefui hand these powerful marketing toois  wiil brinq a breath of fresh air into your business  and make you stand out amonq the competitors .  you are just a click  away from your future success . ciick here to see the sampies of our artwork ,  check our prices and hot offers",1
Subject: congrats  congratulations on your promotion ! that is really good .,0
Subject: we deliver medication worldwide !  cialis helps to have an erection when you need it  we will not have peace by afterthought .  stay centered by accepting whatever you are doing . this is the ultimate .  you have to be deviant if you ' re going to do anything new .,1
